"store_city","store_name","product_name","sold_product_amount","product_profit"
"Mexicali","Maven Toys Mexicali 2","Etch A Sketch",224,2240.00
"Toluca","Maven Toys Toluca 1","PlayDoh Playset",223,892.00
"Oaxaca","Maven Toys Oaxaca 1","Playfoam",223,1561.00
"Guadalajara","Maven Toys Guadalajara 3","Mr. Potatohead",222,1110.00
"Toluca","Maven Toys Toluca 1","Plush Pony",222,2442.00
"Hermosillo","Maven Toys Hermosillo 2","Mr. Potatohead",222,1110.00
"Toluca","Maven Toys Toluca 2","Toy Robot",222,1110.00
"Chilpancingo","Maven Toys Chilpancingo 1","Gamer Headphones",222,1332.00
"Saltillo","Maven Toys Saltillo 1","Mini Basketball Hoop",222,3552.00
"Chihuahua","Maven Toys Chihuahua 2","Jenga",222,1554.00
"Chihuahua","Maven Toys Chihuahua 2","Hot Wheels 5-Pack",222,444.00
"Chilpancingo","Maven Toys Chilpancingo 1","Mini Ping Pong Set",221,663.00
"Campeche","Maven Toys Campeche 1","PlayDoh Playset",221,884.00
"Toluca","Maven Toys Toluca 2","Etch A Sketch",221,2210.00
"Toluca","Maven Toys Toluca 2","Jenga",220,1540.00
"Cuernavaca","Maven Toys Cuernavaca 1","Toy Robot",220,1100.00
"Guadalajara","Maven Toys Guadalajara 4","Mr. Potatohead",220,1100.00
"Villahermosa","Maven Toys Villahermosa 1","Classic Dominoes",219,438.00
"Campeche","Maven Toys Campeche 1","Etch A Sketch",218,2180.00
"Xalapa","Maven Toys Xalapa 1","Etch A Sketch",218,2180.00
"Morelia","Maven Toys Morelia 1","Teddy Bear",216,432.00
"Monterrey","Maven Toys Monterrey 2","Etch A Sketch",216,2160.00
"Pachuca","Maven Toys Pachuca 1","Dinosaur Figures",216,864.00
"Aguascalientes","Maven Toys Aguascalientes 1","Kids Makeup Kit",216,1296.00
"Pachuca","Maven Toys Pachuca 1","Foam Disk Launcher",215,645.00
"Mexicali","Maven Toys Mexicali 1","Etch A Sketch",215,2150.00
"Hermosillo","Maven Toys Hermosillo 2","Mini Ping Pong Set",215,645.00
"Campeche","Maven Toys Campeche 2","Gamer Headphones",214,1284.00
"Chihuahua","Maven Toys Chihuahua 1","Glass Marbles",212,1060.00
"Saltillo","Maven Toys Saltillo 2","Playfoam",211,1477.00
"Monterrey","Maven Toys Monterrey 1","Toy Robot",211,1055.00
"Mexicali","Maven Toys Mexicali 2","Foam Disk Launcher",210,630.00
"Guanajuato","Maven Toys Guanajuato 3","Chutes & Ladders",210,630.00
"Chihuahua","Maven Toys Chihuahua 1","Jenga",209,1463.00
"Saltillo","Maven Toys Saltillo 2","PlayDoh Toolkit",208,208.00
"Monterrey","Maven Toys Monterrey 4","Playfoam",208,1456.00
"Guanajuato","Maven Toys Guanajuato 3","Gamer Headphones",208,1248.00
"Pachuca","Maven Toys Pachuca 1","Teddy Bear",208,416.00
"Mexicali","Maven Toys Mexicali 1","Chutes & Ladders",207,621.00
"Guanajuato","Maven Toys Guanajuato 2","Etch A Sketch",207,2070.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Foam Disk Launcher",206,618.00
"Merida","Maven Toys Merida 1","Monopoly",206,1236.00
"Puebla","Maven Toys Puebla 1","Toy Robot",206,1030.00
"Hermosillo","Maven Toys Hermosillo 3","Toy Robot",205,1025.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Plush Pony",205,2255.00
"Cuernavaca","Maven Toys Cuernavaca 1","Etch A Sketch",204,2040.00
"Guadalajara","Maven Toys Guadalajara 2","Toy Robot",204,1020.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","PlayDoh Playset",203,812.00
"Saltillo","Maven Toys Saltillo 1","Monopoly",202,1212.00
"Hermosillo","Maven Toys Hermosillo 2","Uno Card Game",202,808.00
"Campeche","Maven Toys Campeche 2","Supersoaker Water Gun",201,603.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","PlayDoh Playset",200,800.00
"La Paz","Maven Toys La Paz 1","Jenga",199,1393.00
"Guanajuato","Maven Toys Guanajuato 3","Classic Dominoes",199,398.00
"Guanajuato","Maven Toys Guanajuato 2","Toy Robot",198,990.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Toy Robot",198,990.00
"Merida","Maven Toys Merida 1","Classic Dominoes",198,396.00
"Merida","Maven Toys Merida 1","Dinosaur Figures",196,784.00
"Morelia","Maven Toys Morelia 1","Jenga",196,1372.00
"Saltillo","Maven Toys Saltillo 1","Toy Robot",195,975.00
"Mexicali","Maven Toys Mexicali 2","Teddy Bear",195,390.00
"Hermosillo","Maven Toys Hermosillo 3","Dinosaur Figures",194,776.00
"Hermosillo","Maven Toys Hermosillo 3","PlayDoh Playset",194,776.00
"Puebla","Maven Toys Puebla 3","Teddy Bear",193,386.00
"Monterrey","Maven Toys Monterrey 3","Chutes & Ladders",193,579.00
"Zacatecas","Maven Toys Zacatecas 1","Teddy Bear",192,384.00
"Chihuahua","Maven Toys Chihuahua 1","Hot Wheels 5-Pack",192,384.00
"Saltillo","Maven Toys Saltillo 1","Mr. Potatohead",192,960.00
"Campeche","Maven Toys Campeche 2","PlayDoh Playset",192,768.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Lego Bricks",191,955.00
"Monterrey","Maven Toys Monterrey 2","Jenga",190,1330.00
"Villahermosa","Maven Toys Villahermosa 1","Jenga",189,1323.00
"Xalapa","Maven Toys Xalapa 1","Toy Robot",188,940.00
"Pachuca","Maven Toys Pachuca 1","PlayDoh Playset",188,752.00
"Monterrey","Maven Toys Monterrey 2","Mr. Potatohead",187,935.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Splash Balls",187,187.00
"Monterrey","Maven Toys Monterrey 3","Foam Disk Launcher",186,558.00
"Xalapa","Maven Toys Xalapa 2","Mr. Potatohead",186,930.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Jenga",186,1302.00
"Puebla","Maven Toys Puebla 3","Etch A Sketch",186,1860.00
"Mexicali","Maven Toys Mexicali 1","Classic Dominoes",185,370.00
"Chihuahua","Maven Toys Chihuahua 2","Mini Basketball Hoop",185,2960.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Gamer Headphones",184,1104.00
"Pachuca","Maven Toys Pachuca 1","Mr. Potatohead",183,915.00
"Xalapa","Maven Toys Xalapa 2","Teddy Bear",182,364.00
"Chilpancingo","Maven Toys Chilpancingo 1","Jenga",181,1267.00
"Santiago","Maven Toys Santiago 1","Mr. Potatohead",181,905.00
"Puebla","Maven Toys Puebla 2","PlayDoh Playset",180,720.00
"Guanajuato","Maven Toys Guanajuato 3","Supersoaker Water Gun",180,540.00
"Saltillo","Maven Toys Saltillo 2","Monopoly",179,1074.00
"Chetumal","Maven Toys Chetumal 1","Classic Dominoes",179,358.00
"Monterrey","Maven Toys Monterrey 4","Teddy Bear",179,358.00
"Campeche","Maven Toys Campeche 1","Teddy Bear",178,356.00
"Toluca","Maven Toys Toluca 1","Mr. Potatohead",177,885.00
"Durango","Maven Toys Durango 1","Etch A Sketch",177,1770.00
"Monterrey","Maven Toys Monterrey 4","Plush Pony",177,1947.00
"Saltillo","Maven Toys Saltillo 1","Etch A Sketch",177,1770.00
"Aguascalientes","Maven Toys Aguascalientes 1","Classic Dominoes",176,352.00
"Xalapa","Maven Toys Xalapa 1","Mr. Potatohead",176,880.00
"Chihuahua","Maven Toys Chihuahua 2","Toy Robot",176,880.00
"Guanajuato","Maven Toys Guanajuato 3","Foam Disk Launcher",176,528.00
"Cuernavaca","Maven Toys Cuernavaca 1","Gamer Headphones",176,1056.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Foam Disk Launcher",176,528.00
"Chihuahua","Maven Toys Chihuahua 2","Foam Disk Launcher",175,525.00
"Monterrey","Maven Toys Monterrey 3","Classic Dominoes",174,348.00
"Durango","Maven Toys Durango 1","Foam Disk Launcher",174,522.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Gamer Headphones",174,1044.00
"Puebla","Maven Toys Puebla 2","Foam Disk Launcher",174,522.00
"Toluca","Maven Toys Toluca 1","Supersoaker Water Gun",173,519.00
"Hermosillo","Maven Toys Hermosillo 2","Plush Pony",172,1892.00
"Hermosillo","Maven Toys Hermosillo 3","Etch A Sketch",172,1720.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Toy Robot",171,855.00
"Campeche","Maven Toys Campeche 1","Supersoaker Water Gun",171,513.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","PlayDoh Playset",171,684.00
"Toluca","Maven Toys Toluca 2","Gamer Headphones",171,1026.00
"Aguascalientes","Maven Toys Aguascalientes 1","Etch A Sketch",171,1710.00
"Guadalajara","Maven Toys Guadalajara 1","Supersoaker Water Gun",170,510.00
"Chihuahua","Maven Toys Chihuahua 2","Chutes & Ladders",170,510.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Dinosaur Figures",169,676.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Classic Dominoes",169,338.00
"Merida","Maven Toys Merida 1","Chutes & Ladders",169,507.00
"Chihuahua","Maven Toys Chihuahua 2","Playfoam",169,1183.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Jenga",168,1176.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Mr. Potatohead",168,840.00
"Puebla","Maven Toys Puebla 1","Mr. Potatohead",168,840.00
"Campeche","Maven Toys Campeche 1","Foam Disk Launcher",167,501.00
"Hermosillo","Maven Toys Hermosillo 2","Chutes & Ladders",167,501.00
"Saltillo","Maven Toys Saltillo 1","Foam Disk Launcher",167,501.00
"Saltillo","Maven Toys Saltillo 2","PlayDoh Playset",167,668.00
"Villahermosa","Maven Toys Villahermosa 1","Playfoam",167,1169.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Supersoaker Water Gun",166,498.00
"Hermosillo","Maven Toys Hermosillo 3","Mini Ping Pong Set",165,495.00
"Morelia","Maven Toys Morelia 1","PlayDoh Playset",164,656.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Uno Card Game",164,656.00
"Saltillo","Maven Toys Saltillo 2","Supersoaker Water Gun",164,492.00
"Santiago","Maven Toys Santiago 1","Plush Pony",163,1793.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Teddy Bear",163,326.00
"Monterrey","Maven Toys Monterrey 2","Supersoaker Water Gun",163,489.00
"Zacatecas","Maven Toys Zacatecas 1","Supersoaker Water Gun",163,489.00
"Toluca","Maven Toys Toluca 1","Playfoam",163,1141.00
"Monterrey","Maven Toys Monterrey 1","Etch A Sketch",162,1620.00
"Monterrey","Maven Toys Monterrey 4","PlayDoh Playset",162,648.00
"Merida","Maven Toys Merida 1","PlayDoh Playset",162,648.00
"Monterrey","Maven Toys Monterrey 2","Mini Basketball Hoop",161,2576.00
"Pachuca","Maven Toys Pachuca 1","Toy Robot",160,800.00
"Monterrey","Maven Toys Monterrey 2","Toy Robot",160,800.00
"Zacatecas","Maven Toys Zacatecas 1","Toy Robot",160,800.00
"Santiago","Maven Toys Santiago 1","PlayDoh Playset",160,640.00
"Guanajuato","Maven Toys Guanajuato 3","Toy Robot",159,795.00
"Monterrey","Maven Toys Monterrey 3","Jenga",159,1113.00
"Guanajuato","Maven Toys Guanajuato 2","Playfoam",159,1113.00
"Chihuahua","Maven Toys Chihuahua 2","Monopoly",159,954.00
"Zacatecas","Maven Toys Zacatecas 1","Gamer Headphones",159,954.00
"Hermosillo","Maven Toys Hermosillo 1","Mr. Potatohead",158,790.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Etch A Sketch",158,1580.00
"Campeche","Maven Toys Campeche 1","Uno Card Game",158,632.00
"Hermosillo","Maven Toys Hermosillo 1","Kids Makeup Kit",157,942.00
"Culiacan","Maven Toys Culiacan 1","Mr. Potatohead",157,785.00
"Xalapa","Maven Toys Xalapa 1","Foam Disk Launcher",157,471.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Teddy Bear",156,312.00
"Chihuahua","Maven Toys Chihuahua 2","Gamer Headphones",156,936.00
"Villahermosa","Maven Toys Villahermosa 1","Foam Disk Launcher",155,465.00
"Mexicali","Maven Toys Mexicali 1","Toy Robot",154,770.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Mini Basketball Hoop",153,2448.00
"Hermosillo","Maven Toys Hermosillo 3","Plush Pony",153,1683.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","PlayDoh Playset",153,612.00
"Merida","Maven Toys Merida 1","Uno Card Game",152,608.00
"Puebla","Maven Toys Puebla 2","Teddy Bear",152,304.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Supersoaker Water Gun",152,456.00
"Saltillo","Maven Toys Saltillo 2","Chutes & Ladders",151,453.00
"La Paz","Maven Toys La Paz 1","PlayDoh Playset",151,604.00
"Campeche","Maven Toys Campeche 1","Gamer Headphones",151,906.00
"Durango","Maven Toys Durango 1","Supersoaker Water Gun",151,453.00
"Chihuahua","Maven Toys Chihuahua 1","Mini Basketball Hoop",150,2400.00
"Saltillo","Maven Toys Saltillo 1","Supersoaker Water Gun",150,450.00
"La Paz","Maven Toys La Paz 1","Etch A Sketch",150,1500.00
"Morelia","Maven Toys Morelia 1","Classic Dominoes",150,300.00
"Xalapa","Maven Toys Xalapa 2","Gamer Headphones",149,894.00
"Durango","Maven Toys Durango 1","Teddy Bear",149,298.00
"Guanajuato","Maven Toys Guanajuato 2","Uno Card Game",149,596.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","PlayDoh Playset",148,592.00
"Monterrey","Maven Toys Monterrey 3","PlayDoh Playset",148,592.00
"Chetumal","Maven Toys Chetumal 1","Kids Makeup Kit",147,882.00
"Chihuahua","Maven Toys Chihuahua 2","Supersoaker Water Gun",147,441.00
"Morelia","Maven Toys Morelia 1","Chutes & Ladders",147,441.00
"Chihuahua","Maven Toys Chihuahua 2","Mr. Potatohead",147,735.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Teddy Bear",147,294.00
"Puebla","Maven Toys Puebla 1","Etch A Sketch",146,1460.00
"Guanajuato","Maven Toys Guanajuato 2","Classic Dominoes",146,292.00
"Campeche","Maven Toys Campeche 2","Etch A Sketch",146,1460.00
"Chilpancingo","Maven Toys Chilpancingo 1","Foam Disk Launcher",146,438.00
"Guanajuato","Maven Toys Guanajuato 3","Monopoly",145,870.00
"La Paz","Maven Toys La Paz 1","Supersoaker Water Gun",144,432.00
"Campeche","Maven Toys Campeche 1","Chutes & Ladders",144,432.00
"Durango","Maven Toys Durango 1","Jenga",143,1001.00
"Chihuahua","Maven Toys Chihuahua 1","Foam Disk Launcher",143,429.00
"Toluca","Maven Toys Toluca 2","Plush Pony",142,1562.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Teddy Bear",142,284.00
"Saltillo","Maven Toys Saltillo 2","Foam Disk Launcher",142,426.00
"Guadalajara","Maven Toys Guadalajara 3","Teddy Bear",142,284.00
"Chetumal","Maven Toys Chetumal 1","Etch A Sketch",141,1410.00
"Puebla","Maven Toys Puebla 1","Mini Ping Pong Set",140,420.00
"Zacatecas","Maven Toys Zacatecas 1","Mr. Potatohead",140,700.00
"Guadalajara","Maven Toys Guadalajara 2","Mr. Potatohead",140,700.00
"Cuernavaca","Maven Toys Cuernavaca 1","Foam Disk Launcher",139,417.00
"Culiacan","Maven Toys Culiacan 1","PlayDoh Playset",139,556.00
"Durango","Maven Toys Durango 1","Toy Robot",138,690.00
"Durango","Maven Toys Durango 1","PlayDoh Playset",138,552.00
"Guadalajara","Maven Toys Guadalajara 4","Plush Pony",138,1518.00
"Aguascalientes","Maven Toys Aguascalientes 1","Mr. Potatohead",138,690.00
"Chilpancingo","Maven Toys Chilpancingo 1","Mr. Potatohead",138,690.00
"Oaxaca","Maven Toys Oaxaca 1","Etch A Sketch",138,1380.00
"Saltillo","Maven Toys Saltillo 2","Mr. Potatohead",137,685.00
"Chihuahua","Maven Toys Chihuahua 1","Classic Dominoes",137,274.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Mr. Potatohead",137,685.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Plush Pony",137,1507.00
"La Paz","Maven Toys La Paz 1","Toy Robot",136,680.00
"La Paz","Maven Toys La Paz 1","Teddy Bear",136,272.00
"Chetumal","Maven Toys Chetumal 1","Monopoly",135,810.00
"Cuernavaca","Maven Toys Cuernavaca 1","PlayDoh Playset",135,540.00
"Campeche","Maven Toys Campeche 2","Teddy Bear",135,270.00
"Villahermosa","Maven Toys Villahermosa 1","Monopoly",135,810.00
"Morelia","Maven Toys Morelia 1","Mr. Potatohead",135,675.00
"Guadalajara","Maven Toys Guadalajara 4","Mini Ping Pong Set",134,402.00
"Villahermosa","Maven Toys Villahermosa 1","Plush Pony",134,1474.00
"Culiacan","Maven Toys Culiacan 1","Plush Pony",134,1474.00
"Guanajuato","Maven Toys Guanajuato 2","Plush Pony",134,1474.00
"Guadalajara","Maven Toys Guadalajara 3","Supersoaker Water Gun",133,399.00
"Puebla","Maven Toys Puebla 2","Plush Pony",133,1463.00
"Monterrey","Maven Toys Monterrey 3","Toy Robot",133,665.00
"Toluca","Maven Toys Toluca 2","Playfoam",132,924.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Monopoly",132,792.00
"Durango","Maven Toys Durango 1","Mini Ping Pong Set",131,393.00
"Xalapa","Maven Toys Xalapa 2","Plush Pony",130,1430.00
"Chihuahua","Maven Toys Chihuahua 1","PlayDoh Playset",130,520.00
"Culiacan","Maven Toys Culiacan 1","Chutes & Ladders",129,387.00
"Guanajuato","Maven Toys Guanajuato 3","Plush Pony",129,1419.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Foam Disk Launcher",128,384.00
"Puebla","Maven Toys Puebla 1","Plush Pony",128,1408.00
"Mexicali","Maven Toys Mexicali 1","Teddy Bear",127,254.00
"Chilpancingo","Maven Toys Chilpancingo 1","Supersoaker Water Gun",127,381.00
"Chihuahua","Maven Toys Chihuahua 2","Etch A Sketch",127,1270.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Chutes & Ladders",127,381.00
"Monterrey","Maven Toys Monterrey 1","Jenga",127,889.00
"Chetumal","Maven Toys Chetumal 1","Chutes & Ladders",127,381.00
"Guadalajara","Maven Toys Guadalajara 2","Supersoaker Water Gun",126,378.00
"Pachuca","Maven Toys Pachuca 1","Chutes & Ladders",125,375.00
"Oaxaca","Maven Toys Oaxaca 1","Mr. Potatohead",125,625.00
"Guadalajara","Maven Toys Guadalajara 1","Uno Card Game",124,496.00
"Campeche","Maven Toys Campeche 2","Mr. Potatohead",124,620.00
"Merida","Maven Toys Merida 1","Etch A Sketch",123,1230.00
"Aguascalientes","Maven Toys Aguascalientes 1","Teddy Bear",123,246.00
"Culiacan","Maven Toys Culiacan 1","Uno Card Game",122,488.00
"Saltillo","Maven Toys Saltillo 2","Uno Card Game",122,488.00
"Hermosillo","Maven Toys Hermosillo 3","Chutes & Ladders",121,363.00
"Puebla","Maven Toys Puebla 3","Supersoaker Water Gun",121,363.00
"Monterrey","Maven Toys Monterrey 2","Uno Card Game",121,484.00
"Puebla","Maven Toys Puebla 2","Playfoam",120,840.00
"Guadalajara","Maven Toys Guadalajara 2","Foam Disk Launcher",120,360.00
"Morelia","Maven Toys Morelia 1","Etch A Sketch",119,1190.00
"Cuernavaca","Maven Toys Cuernavaca 1","Plush Pony",119,1309.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Mr. Potatohead",119,595.00
"Chihuahua","Maven Toys Chihuahua 1","Monopoly",119,714.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Jenga",118,826.00
"Campeche","Maven Toys Campeche 2","Playfoam",118,826.00
"Hermosillo","Maven Toys Hermosillo 3","Mr. Potatohead",118,590.00
"Hermosillo","Maven Toys Hermosillo 3","Mini Basketball Hoop",117,1872.00
"Guadalajara","Maven Toys Guadalajara 1","Playfoam",117,819.00
"Guadalajara","Maven Toys Guadalajara 1","Foam Disk Launcher",117,351.00
"Saltillo","Maven Toys Saltillo 1","PlayDoh Playset",116,464.00
"Monterrey","Maven Toys Monterrey 2","Playfoam",116,812.00
"Guanajuato","Maven Toys Guanajuato 3","Uno Card Game",115,460.00
"Guanajuato","Maven Toys Guanajuato 3","Mini Basketball Hoop",114,1824.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Monopoly",114,684.00
"Morelia","Maven Toys Morelia 1","Supersoaker Water Gun",114,342.00
"La Paz","Maven Toys La Paz 1","Foam Disk Launcher",114,342.00
"Chihuahua","Maven Toys Chihuahua 1","Mr. Potatohead",114,570.00
"Chilpancingo","Maven Toys Chilpancingo 1","Plush Pony",113,1243.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Mr. Potatohead",113,565.00
"Morelia","Maven Toys Morelia 1","Foam Disk Launcher",113,339.00
"Hermosillo","Maven Toys Hermosillo 2","Monopoly",112,672.00
"Mexicali","Maven Toys Mexicali 1","Uno Card Game",112,448.00
"Monterrey","Maven Toys Monterrey 1","Plush Pony",112,1232.00
"Saltillo","Maven Toys Saltillo 2","Mini Ping Pong Set",111,333.00
"Chihuahua","Maven Toys Chihuahua 2","PlayDoh Playset",111,444.00
"Guanajuato","Maven Toys Guanajuato 3","Teddy Bear",110,220.00
"Culiacan","Maven Toys Culiacan 1","Monopoly",110,660.00
"Morelia","Maven Toys Morelia 1","Mini Ping Pong Set",110,330.00
"Guanajuato","Maven Toys Guanajuato 1","Foam Disk Launcher",109,327.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Foam Disk Launcher",109,327.00
"Xalapa","Maven Toys Xalapa 1","Plush Pony",109,1199.00
"Santiago","Maven Toys Santiago 1","Foam Disk Launcher",109,327.00
"Villahermosa","Maven Toys Villahermosa 1","Chutes & Ladders",108,324.00
"Monterrey","Maven Toys Monterrey 3","Monopoly",108,648.00
"Oaxaca","Maven Toys Oaxaca 1","Gamer Headphones",108,648.00
"Saltillo","Maven Toys Saltillo 1","Plush Pony",107,1177.00
"Chihuahua","Maven Toys Chihuahua 1","Etch A Sketch",107,1070.00
"Villahermosa","Maven Toys Villahermosa 1","Etch A Sketch",107,1070.00
"Chihuahua","Maven Toys Chihuahua 2","Uno Card Game",107,428.00
"Guadalajara","Maven Toys Guadalajara 4","Supersoaker Water Gun",107,321.00
"Culiacan","Maven Toys Culiacan 1","Foam Disk Launcher",106,318.00
"Puebla","Maven Toys Puebla 1","Supersoaker Water Gun",106,318.00
"Villahermosa","Maven Toys Villahermosa 1","Mini Basketball Hoop",106,1696.00
"Hermosillo","Maven Toys Hermosillo 3","Monopoly",106,636.00
"Oaxaca","Maven Toys Oaxaca 1","Teddy Bear",105,210.00
"Hermosillo","Maven Toys Hermosillo 3","Playfoam",105,735.00
"Monterrey","Maven Toys Monterrey 3","Mini Ping Pong Set",105,315.00
"Chihuahua","Maven Toys Chihuahua 1","Uno Card Game",105,420.00
"Chetumal","Maven Toys Chetumal 1","Supersoaker Water Gun",104,312.00
"Merida","Maven Toys Merida 1","Supersoaker Water Gun",104,312.00
"Villahermosa","Maven Toys Villahermosa 1","Supersoaker Water Gun",104,312.00
"Culiacan","Maven Toys Culiacan 1","Mini Basketball Hoop",104,1664.00
"Toluca","Maven Toys Toluca 2","Mr. Potatohead",104,520.00
"Hermosillo","Maven Toys Hermosillo 2","Classic Dominoes",103,206.00
"Monterrey","Maven Toys Monterrey 3","Playfoam",103,721.00
"Culiacan","Maven Toys Culiacan 1","Supersoaker Water Gun",103,309.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Plush Pony",103,1133.00
"Campeche","Maven Toys Campeche 2","Uno Card Game",103,412.00
"Monterrey","Maven Toys Monterrey 1","Foam Disk Launcher",102,306.00
"Saltillo","Maven Toys Saltillo 2","Etch A Sketch",102,1020.00
"Santiago","Maven Toys Santiago 1","Teddy Bear",102,204.00
"Toluca","Maven Toys Toluca 2","PlayDoh Playset",101,404.00
"Hermosillo","Maven Toys Hermosillo 1","Supersoaker Water Gun",101,303.00
"Saltillo","Maven Toys Saltillo 2","Mini Basketball Hoop",101,1616.00
"Chetumal","Maven Toys Chetumal 1","Plush Pony",100,1100.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Supersoaker Water Gun",100,300.00
"Pachuca","Maven Toys Pachuca 1","Classic Dominoes",100,200.00
"Monterrey","Maven Toys Monterrey 3","Plush Pony",100,1100.00
"Saltillo","Maven Toys Saltillo 1","Uno Card Game",100,400.00
"Campeche","Maven Toys Campeche 1","Plush Pony",99,1089.00
"Monterrey","Maven Toys Monterrey 2","PlayDoh Playset",96,384.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Chutes & Ladders",96,288.00
"Aguascalientes","Maven Toys Aguascalientes 1","Plush Pony",96,1056.00
"Toluca","Maven Toys Toluca 2","Foam Disk Launcher",96,288.00
"Mexicali","Maven Toys Mexicali 1","Monopoly",96,576.00
"Toluca","Maven Toys Toluca 2","Teddy Bear",95,190.00
"Aguascalientes","Maven Toys Aguascalientes 1","Chutes & Ladders",95,285.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Supersoaker Water Gun",94,282.00
"Cuernavaca","Maven Toys Cuernavaca 1","Supersoaker Water Gun",94,282.00
"Guanajuato","Maven Toys Guanajuato 2","Foam Disk Launcher",94,282.00
"Chihuahua","Maven Toys Chihuahua 2","Plush Pony",93,1023.00
"Chihuahua","Maven Toys Chihuahua 2","Teddy Bear",93,186.00
"Merida","Maven Toys Merida 1","Plush Pony",93,1023.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Playfoam",92,644.00
"Pachuca","Maven Toys Pachuca 1","Jenga",92,644.00
"Culiacan","Maven Toys Culiacan 1","Teddy Bear",92,184.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Uno Card Game",92,368.00
"Guanajuato","Maven Toys Guanajuato 2","Mr. Potatohead",91,455.00
"Chihuahua","Maven Toys Chihuahua 1","Playfoam",91,637.00
"Guadalajara","Maven Toys Guadalajara 1","PlayDoh Playset",91,364.00
"Guanajuato","Maven Toys Guanajuato 3","Playfoam",91,637.00
"Chilpancingo","Maven Toys Chilpancingo 1","PlayDoh Playset",90,360.00
"Campeche","Maven Toys Campeche 2","Classic Dominoes",90,180.00
"Chetumal","Maven Toys Chetumal 1","Toy Robot",89,445.00
"Guadalajara","Maven Toys Guadalajara 1","Plush Pony",89,979.00
"Morelia","Maven Toys Morelia 1","Plush Pony",89,979.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","PlayDoh Playset",89,356.00
"Toluca","Maven Toys Toluca 2","Supersoaker Water Gun",88,264.00
"Culiacan","Maven Toys Culiacan 1","Toy Robot",88,440.00
"Guadalajara","Maven Toys Guadalajara 1","Monopoly",87,522.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Supersoaker Water Gun",87,261.00
"Monterrey","Maven Toys Monterrey 1","Supersoaker Water Gun",86,258.00
"Monterrey","Maven Toys Monterrey 3","Supersoaker Water Gun",86,258.00
"Mexicali","Maven Toys Mexicali 1","Mini Basketball Hoop",85,1360.00
"Monterrey","Maven Toys Monterrey 1","Teddy Bear",85,170.00
"Guanajuato","Maven Toys Guanajuato 2","Supersoaker Water Gun",85,255.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Mini Basketball Hoop",85,1360.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Classic Dominoes",85,170.00
"Hermosillo","Maven Toys Hermosillo 1","Playfoam",85,595.00
